emergency_id,timestamp,assigned_ambulance,eta_min,status
6,2025-01-29 17:23:00,9,7.610576933333333,Assigned
109,2025-01-29 17:38:00,14,8.981308416666668,Assigned
432,2025-01-29 19:09:00,3,14.389423083333332,Assigned
441,2025-01-29 20:05:00,14,4.84392525,Assigned
359,2025-01-29 20:37:00,6,4.000917433333333,Assigned
417,2025-01-29 22:08:00,6,3.6779816666666667,Assigned
157,2025-01-29 22:19:00,1,3.076,Assigned
151,2025-01-30 01:54:00,1,3.548,Assigned
404,2025-01-30 03:34:00,7,1.5563106833333333,Assigned
478,2025-01-30 03:38:00,6,4.411926616666666,Assigned
293,2025-01-30 04:42:00,1,3.548,Assigned
125,2025-01-30 06:51:00,14,1.4420560666666666,Assigned
470,2025-01-30 09:47:00,6,6.298165133333333,Assigned
316,2025-01-30 10:22:00,9,4.548076933333333,Assigned
37,2025-01-30 11:24:00,14,1.6775701,Assigned
452,2025-01-30 12:47:00,6,7.444954133333334,Assigned
38,2025-01-30 13:08:00,14,3.2663551333333336,Assigned
450,2025-01-30 13:58:00,9,6.1057692333333335,Assigned
378,2025-01-30 15:06:00,9,4.413461533333333,Assigned
451,2025-01-30 18:59:00,8,5.590425533333333,Assigned
238,2025-01-30 20:04:00,1,6.468,Assigned
21,2025-01-30 22:57:00,9,5.85384615,Assigned
468,2025-01-30 23:09:00,1,4.924,Assigned
