emergency_id,urgency_level,assigned_ambulance,ambulance_free_at_what_time,location_node,ambulance_start_node,eta,status,path_length_nodes,path
271,Moderate,1,2025-01-20 11:12:54,11,96,3.92,Assigned,3,"96,3,11"
7,Critical,5,2025-01-20 18:05:24,97,71,5.4,Assigned,2,"71,97"
373,Moderate,8,2025-01-20 18:46:00,53,53,0.0,Assigned,1,53
100,Low,11,2025-01-20 19:56:14,67,62,4.25,Assigned,3,"62,32,67"
95,Critical,8,2025-01-20 20:33:29,58,53,5.49,Assigned,2,"53,58"
399,Low,5,2025-01-20 22:40:18,40,97,5.31,Assigned,5,"97,47,36,76,40"
118,High,7,2025-01-21 00:04:20,46,105,7.34,Assigned,3,"105,29,46"
462,Moderate,5,2025-01-21 00:50:39,92,40,8.66,Assigned,4,"40,76,36,92"
0,Critical,11,2025-01-21 00:55:00,67,67,0.0,Assigned,1,67
86,Low,11,2025-01-21 04:03:14,62,67,4.25,Assigned,3,"67,32,62"
8,High,7,2025-01-21 04:41:34,88,46,5.58,Assigned,5,"46,55,90,60,88"
134,Moderate,1,2025-01-21 05:14:54,96,11,3.92,Assigned,3,"11,3,96"
365,Moderate,15,2025-01-21 05:52:05,97,4,6.09,Assigned,3,"4,69,97"
107,Moderate,3,2025-01-21 10:22:39,110,61,3.66,Assigned,2,"61,110"
141,High,11,2025-01-21 10:48:48,106,62,2.81,Assigned,3,"62,32,106"
196,Low,8,2025-01-21 11:33:14,87,58,4.25,Assigned,3,"58,41,87"
116,Critical,15,2025-01-21 12:08:18,103,97,3.3,Assigned,2,"97,103"
483,Critical,3,2025-01-21 15:14:34,39,110,2.58,Assigned,3,"110,86,39"
266,Low,7,2025-01-21 16:23:49,113,88,7.83,Assigned,2,"88,113"
47,Critical,6,2025-01-21 16:46:39,84,93,6.66,Assigned,3,"93,10,84"
336,Moderate,8,2025-01-21 18:08:30,7,87,3.51,Assigned,3,"87,26,7"
449,Critical,5,2025-01-21 18:41:58,54,92,3.98,Assigned,3,"92,52,54"
18,Moderate,2,2025-01-21 18:59:00,25,25,0.0,Assigned,1,25
299,Moderate,8,2025-01-21 23:11:38,19,7,4.64,Assigned,5,"7,20,58,17,19"
331,High,1,2025-01-21 23:25:55,93,96,5.93,Assigned,2,"96,93"
384,High,14,2025-01-22 00:14:13,56,50,2.22,Assigned,3,"50,63,56"
111,Low,15,2025-01-22 00:29:23,4,103,9.39,Assigned,4,"103,97,69,4"
395,High,3,2025-01-22 01:52:40,44,39,5.67,Assigned,2,"39,44"
161,Low,11,2025-01-22 03:29:54,80,106,0.9,Assigned,2,"106,80"
325,Critical,15,2025-01-22 05:05:12,102,4,5.21,Assigned,3,"4,69,102"
267,Moderate,8,2025-01-22 07:15:15,24,19,3.25,Assigned,2,"19,24"
31,Critical,8,2025-01-22 07:39:18,18,24,7.3,Assigned,5,"24,19,17,58,18"
474,Critical,9,2025-01-22 10:35:08,2,59,7.14,Assigned,4,"59,66,60,2"
312,High,10,2025-01-22 13:12:00,108,108,0.0,Assigned,1,108
350,Moderate,8,2025-01-22 15:29:04,5,18,7.08,Assigned,5,"18,58,20,100,5"
346,Critical,5,2025-01-22 16:06:15,81,54,11.27,Assigned,5,"54,89,49,14,81"
260,High,1,2025-01-22 17:35:55,96,93,5.93,Assigned,2,"93,96"
194,Low,5,2025-01-22 18:56:23,98,81,7.39,Assigned,3,"81,14,98"
321,High,11,2025-01-22 19:13:55,89,80,7.92,Assigned,6,"80,106,116,72,38,89"
60,Low,11,2025-01-22 19:15:50,54,89,1.92,Assigned,2,"89,54"
239,High,15,2025-01-22 20:55:10,67,102,9.18,Assigned,3,"102,85,67"
30,Moderate,8,2025-01-22 22:21:55,95,5,3.93,Assigned,3,"5,40,95"
337,Low,9,2025-01-22 23:47:00,2,2,0.0,Assigned,1,2
420,High,12,2025-01-23 01:22:55,24,23,3.93,Assigned,2,"23,24"
128,High,5,2025-01-23 03:14:25,28,98,6.42,Assigned,3,"98,99,28"
89,Moderate,8,2025-01-23 03:34:55,5,95,3.93,Assigned,3,"95,40,5"
439,High,12,2025-01-23 06:42:51,73,24,5.87,Assigned,2,"24,73"
235,Moderate,9,2025-01-23 07:04:09,60,2,2.16,Assigned,2,"2,60"
61,Low,15,2025-01-23 07:35:32,9,67,5.54,Assigned,4,"67,32,62,9"
445,Moderate,15,2025-01-23 12:26:46,41,9,5.78,Assigned,3,"9,62,41"
330,Moderate,15,2025-01-23 17:28:34,32,41,6.57,Assigned,3,"41,62,32"
94,Moderate,15,2025-01-23 18:28:22,9,32,3.38,Assigned,3,"32,62,9"
356,Moderate,8,2025-01-23 19:05:31,6,5,6.52,Assigned,2,"5,6"
203,High,9,2025-01-23 20:59:26,75,60,3.44,Assigned,3,"60,2,75"
198,Critical,15,2025-01-23 21:19:05,106,9,4.1,Assigned,4,"9,62,32,106"
137,Low,8,2025-01-23 21:24:02,20,6,6.04,Assigned,4,"6,12,7,20"
305,Moderate,9,2025-01-23 22:28:59,29,75,5.99,Assigned,4,"75,34,105,29"
117,High,8,2025-01-23 23:10:29,5,20,4.49,Assigned,3,"20,100,5"
421,Low,11,2025-01-24 00:06:24,52,54,2.4,Assigned,2,"54,52"
75,High,1,2025-01-24 02:17:47,19,96,4.79,Assigned,3,"96,35,19"
469,High,8,2025-01-24 04:35:55,95,5,3.93,Assigned,3,"5,40,95"
415,Low,1,2025-01-24 06:05:01,53,19,8.02,Assigned,4,"19,17,58,53"
57,Critical,11,2025-01-24 08:36:38,57,52,1.64,Assigned,2,"52,57"
436,Critical,1,2025-01-24 09:59:11,17,53,7.18,Assigned,3,"53,58,17"
218,Low,14,2025-01-24 10:13:32,63,56,0.54,Assigned,2,"56,63"
213,Critical,8,2025-01-24 10:31:12,40,95,2.21,Assigned,2,"95,40"
170,Moderate,13,2025-01-24 15:17:31,102,30,6.52,Assigned,3,"30,22,102"
231,Low,1,2025-01-24 15:14:50,19,17,0.84,Assigned,2,"17,19"
307,High,11,2025-01-24 17:21:38,52,57,1.64,Assigned,2,"57,52"
488,Critical,9,2025-01-24 20:13:22,33,29,2.37,Assigned,3,"29,64,33"
333,Critical,13,2025-01-24 20:27:41,107,102,10.7,Assigned,3,"102,69,107"
310,Moderate,11,2025-01-24 20:55:19,89,52,4.32,Assigned,3,"52,54,89"
245,Low,8,2025-01-24 21:57:00,40,40,0.0,Assigned,1,40
156,Critical,11,2025-01-24 22:38:43,49,89,3.72,Assigned,2,"89,49"
11,Low,15,2025-01-25 04:13:30,72,106,3.51,Assigned,3,"106,116,72"
246,Moderate,13,2025-01-25 06:26:36,69,107,7.61,Assigned,2,"107,69"
4,Low,8,2025-01-25 06:51:00,40,40,0.0,Assigned,1,40
304,High,1,2025-01-25 13:37:47,96,19,4.79,Assigned,3,"19,35,96"
130,Critical,6,2025-01-25 13:34:00,84,84,0.0,Assigned,1,84
41,Low,9,2025-01-25 14:10:21,75,33,8.36,Assigned,6,"33,64,29,105,34,75"
52,Moderate,13,2025-01-25 14:06:05,102,69,3.09,Assigned,2,"69,102"
5,Critical,8,2025-01-25 14:59:46,79,40,3.78,Assigned,2,"40,79"
351,Critical,13,2025-01-25 17:08:38,22,102,0.64,Assigned,2,"102,22"
427,Moderate,13,2025-01-25 17:16:44,69,22,3.74,Assigned,3,"22,102,69"
251,Low,5,2025-01-25 17:24:35,114,28,6.58,Assigned,2,"28,114"
389,Critical,9,2025-01-25 17:54:21,101,75,6.36,Assigned,3,"75,2,101"
160,Moderate,15,2025-01-25 20:29:35,104,72,6.58,Assigned,3,"72,78,104"
428,High,11,2025-01-25 20:50:38,54,49,5.64,Assigned,3,"49,89,54"
16,High,1,2025-01-25 21:08:57,9,96,7.96,Assigned,4,"96,3,62,9"
446,High,11,2025-01-25 21:53:25,72,54,5.43,Assigned,4,"54,89,38,72"
149,Low,15,2025-01-25 23:30:23,14,104,4.39,Assigned,3,"104,81,14"
426,Critical,12,2025-01-26 00:26:00,73,73,0.0,Assigned,1,73
338,Low,11,2025-01-26 02:36:21,1,72,4.35,Assigned,3,"72,38,1"
467,Moderate,9,2025-01-26 04:34:04,99,101,7.08,Assigned,3,"101,98,99"
309,Low,13,2025-01-26 07:12:26,6,69,4.44,Assigned,2,"69,6"
367,Low,8,2025-01-26 08:29:40,13,79,7.68,Assigned,4,"79,40,76,13"
32,Moderate,1,2025-01-26 08:50:59,11,9,6.99,Assigned,4,"9,62,3,11"
121,Low,8,2025-01-26 09:29:32,36,13,3.54,Assigned,3,"13,76,36"
394,High,8,2025-01-26 09:36:16,57,36,6.74,Assigned,5,"36,34,42,52,57"
248,Moderate,9,2025-01-26 09:37:42,28,99,3.71,Assigned,2,"99,28"
288,Low,13,2025-01-26 10:26:52,86,6,5.88,Assigned,4,"6,12,110,86"
250,Moderate,13,2025-01-26 12:16:23,36,86,4.4,Assigned,5,"86,110,8,76,36"
78,Critical,15,2025-01-26 12:47:06,77,14,4.11,Assigned,3,"14,33,77"
36,Moderate,4,2025-01-26 13:12:00,117,117,0.0,Assigned,1,117
72,Moderate,4,2025-01-26 13:30:45,85,117,6.75,Assigned,3,"117,16,85"
225,High,4,2025-01-26 13:46:01,46,85,7.02,Assigned,4,"85,16,55,46"
255,Moderate,11,2025-01-26 13:54:25,17,1,2.43,Assigned,3,"1,58,17"
423,Critical,5,2025-01-26 17:40:45,101,114,7.75,Assigned,5,"114,109,31,87,101"
348,Critical,9,2025-01-26 18:09:35,114,28,6.58,Assigned,2,"28,114"
81,Low,13,2025-01-26 18:35:40,8,36,1.68,Assigned,3,"36,76,8"
354,Low,13,2025-01-26 19:00:42,86,8,2.71,Assigned,3,"8,110,86"
84,Critical,7,2025-01-26 19:57:00,113,113,0.0,Assigned,1,113
192,Moderate,14,2025-01-27 01:11:09,59,63,7.16,Assigned,3,"63,56,59"
416,Low,8,2025-01-27 03:54:02,54,57,4.04,Assigned,3,"57,52,54"
20,Moderate,13,2025-01-27 03:55:54,89,86,5.91,Assigned,4,"86,110,38,89"
96,Low,12,2025-01-27 04:52:00,73,73,0.0,Assigned,1,73
381,High,5,2025-01-27 05:03:50,41,101,3.84,Assigned,3,"101,87,41"
407,Critical,4,2025-01-27 06:45:26,102,46,8.44,Assigned,5,"46,55,16,85,102"
217,Moderate,11,2025-01-27 07:03:05,24,17,4.1,Assigned,3,"17,19,24"
290,Critical,1,2025-01-27 07:46:45,5,11,6.76,Assigned,3,"11,3,5"
159,Moderate,11,2025-01-27 11:39:05,17,24,4.1,Assigned,3,"24,19,17"
388,Low,7,2025-01-27 12:01:36,68,113,4.6,Assigned,2,"113,68"
34,Low,8,2025-01-27 14:33:57,105,54,4.95,Assigned,5,"54,52,42,34,105"
50,High,5,2025-01-27 16:32:51,104,41,3.85,Assigned,3,"41,51,104"
256,High,5,2025-01-27 17:01:16,31,104,3.27,Assigned,3,"104,51,31"
17,Moderate,5,2025-01-27 17:51:41,81,31,4.7,Assigned,4,"31,51,104,81"
319,High,13,2025-01-27 17:55:14,61,89,8.24,Assigned,4,"89,38,110,61"
54,Moderate,9,2025-01-27 19:16:38,2,114,5.64,Assigned,4,"114,109,60,2"
383,High,7,2025-01-27 22:57:39,87,68,5.66,Assigned,4,"68,71,31,87"
455,High,14,2025-01-28 00:30:02,66,59,3.04,Assigned,2,"59,66"
234,Moderate,8,2025-01-28 00:32:07,64,105,2.13,Assigned,3,"105,29,64"
375,High,11,2025-01-28 00:36:41,58,17,1.69,Assigned,2,"17,58"
390,Critical,1,2025-01-28 00:41:37,13,5,5.62,Assigned,4,"5,40,76,13"
113,Low,14,2025-01-28 00:56:02,59,66,3.04,Assigned,2,"66,59"
358,Low,5,2025-01-28 02:38:26,99,81,5.45,Assigned,3,"81,104,99"
152,Critical,4,2025-01-28 03:55:54,80,102,8.91,Assigned,6,"102,85,62,32,106,80"
410,Low,4,2025-01-28 04:10:29,78,80,7.48,Assigned,5,"80,106,116,72,78"
90,Critical,1,2025-01-28 06:42:42,0,13,5.7,Assigned,3,"13,48,0"
318,Critical,6,2025-01-28 12:49:50,111,84,2.83,Assigned,2,"84,111"
23,Moderate,5,2025-01-28 15:07:42,28,99,3.71,Assigned,2,"99,28"
62,High,1,2025-01-28 16:29:12,8,0,4.2,Assigned,4,"0,48,76,8"
247,Low,14,2025-01-28 18:25:41,24,59,4.7,Assigned,3,"59,66,24"
193,Critical,1,2025-01-28 20:24:00,8,8,0.0,Assigned,1,8
154,Moderate,12,2025-01-28 23:40:35,30,73,8.6,Assigned,2,"73,30"
301,Critical,12,2025-01-28 23:40:35,30,30,0.0,Assigned,1,30
58,Critical,14,2025-01-28 23:59:44,93,24,8.74,Assigned,3,"24,10,93"
207,Critical,13,2025-01-29 03:17:50,63,61,9.84,Assigned,3,"61,56,63"
419,Critical,1,2025-01-29 04:34:22,110,8,1.38,Assigned,2,"8,110"
13,High,13,2025-01-29 04:53:00,63,63,0.0,Assigned,1,63
24,Moderate,1,2025-01-29 06:11:20,86,110,1.33,Assigned,2,"110,86"
3,Low,8,2025-01-29 08:50:53,83,64,5.9,Assigned,5,"64,29,105,34,83"
63,Moderate,1,2025-01-29 09:57:41,48,86,2.69,Assigned,2,"86,48"
132,High,7,2025-01-29 10:27:25,92,87,5.43,Assigned,2,"87,92"
489,Critical,13,2025-01-29 13:25:00,63,63,0.0,Assigned,1,63
440,Low,1,2025-01-29 13:44:00,48,48,0.0,Assigned,1,48
25,Critical,11,2025-01-29 14:15:39,115,58,3.66,Assigned,4,"58,20,7,115"
237,Critical,1,2025-01-29 15:20:16,76,48,1.27,Assigned,2,"48,76"
6,Moderate,15,2025-01-29 17:27:32,29,77,4.55,Assigned,4,"77,33,64,29"
109,Moderate,9,2025-01-29 17:43:05,101,2,5.08,Assigned,2,"2,101"
432,Low,7,2025-01-29 19:18:11,21,92,9.2,Assigned,3,"92,52,21"
441,Critical,4,2025-01-29 20:09:16,51,78,4.27,Assigned,3,"78,104,51"
359,Moderate,9,2025-01-29 20:41:20,100,101,4.34,Assigned,2,"101,100"
417,High,4,2025-01-29 22:13:06,71,51,5.12,Assigned,3,"51,31,71"
157,Low,1,2025-01-29 22:21:46,47,76,2.77,Assigned,3,"76,36,47"
151,Low,1,2025-01-30 01:57:23,8,47,3.39,Assigned,4,"47,36,76,8"
404,Low,13,2025-01-30 03:35:40,50,63,1.68,Assigned,2,"63,50"
478,High,4,2025-01-30 03:44:05,35,71,6.09,Assigned,6,"71,1,58,17,19,35"
293,Low,1,2025-01-30 04:45:23,47,8,3.39,Assigned,4,"8,76,36,47"
125,Moderate,8,2025-01-30 06:58:28,104,83,7.47,Assigned,3,"83,99,104"
470,Critical,9,2025-01-30 09:47:00,100,100,0.0,Assigned,1,100
316,Critical,15,2025-01-30 10:26:50,118,29,4.84,Assigned,4,"29,64,33,118"
37,Critical,8,2025-01-30 11:25:25,81,104,1.43,Assigned,2,"104,81"
452,High,11,2025-01-30 12:53:35,6,115,6.59,Assigned,4,"115,7,12,6"
38,Low,8,2025-01-30 13:10:58,14,81,2.97,Assigned,2,"81,14"
450,Moderate,9,2025-01-30 14:00:29,20,100,2.49,Assigned,2,"100,20"
378,High,9,2025-01-30 15:11:26,38,20,5.45,Assigned,4,"20,58,1,38"
451,Moderate,9,2025-01-30 19:03:57,32,38,4.95,Assigned,5,"38,72,116,106,32"
238,High,6,2025-01-30 20:09:33,92,111,5.56,Assigned,4,"111,42,52,92"
21,Low,4,2025-01-30 22:57:00,35,35,0.0,Assigned,1,35
468,Moderate,15,2025-01-30 23:14:54,26,118,5.91,Assigned,4,"118,27,7,26"
