emergency_id,ambulance_id,distance_weight,travel_time_min,ambulance_free_at
109,14,4.76,6.672897196261681,2025-01-29 17:44:40
432,9,6.13,8.841346153846153,2025-01-29 19:17:50
441,14,3.96,5.551401869158878,2025-01-29 20:10:33
359,1,3.4299999999999997,5.145,2025-01-29 20:42:08
417,14,3.41,4.780373831775701,2025-01-29 22:12:46
157,14,4.34,6.084112149532709,2025-01-29 22:25:05
151,14,2.26,3.16822429906542,2025-01-30 01:57:10
404,8,1.12,1.787234042553192,2025-01-30 03:35:47
478,15,4.58,6.542857142857143,2025-01-30 03:44:32
293,14,2.26,3.16822429906542,2025-01-30 04:45:10
125,4,5.15,8.131578947368421,2025-01-30 06:59:07
470,1,0.0,0.0,2025-01-30 09:47:00
316,7,3.23,4.7038834951456305,2025-01-30 10:26:42
37,4,0.95,1.4999999999999998,2025-01-30 11:25:30
452,1,5.68,8.52,2025-01-30 12:55:31
38,4,1.98,3.126315789473684,2025-01-30 13:11:07
450,7,3.3600000000000003,4.893203883495146,2025-01-30 14:02:53
378,7,3.63,5.2864077669902905,2025-01-30 15:11:17
451,7,3.3,4.805825242718446,2025-01-30 19:03:48
238,12,3.71,5.857894736842105,2025-01-30 20:09:51
21,15,0.0,0.0,2025-01-30 22:57:00
468,1,4.609999999999999,6.914999999999999,2025-01-30 23:15:54
